chromosome	source	feature	start	end	length	multiplicity	multovl.union.gff	multovl.strict.gff	sum	code	id
chr15	multovl	overlap	53173244	53179010	5767	2	1	1	2	XX	chr15_53173244_53179010
chr15	multovl	overlap	54902424	54904669	2246	2	1	1	2	XX	chr15_54902424_54904669
chr15	multovl	overlap	54920953	54922868	1916	2	1	1	2	XX	chr15_54920953_54922868
chr15	multovl	overlap	54943347	54945425	2079	2	1	1	2	XX	chr15_54943347_54945425
chr15	multovl	overlap	54973307	54974513	1207	2	1	1	2	XX	chr15_54973307_54974513
chr15	multovl	overlap	55164569	55166201	1633	2	1	1	2	XX	chr15_55164569_55166201
chr15	multovl	overlap	55387036	55390080	3045	2	1	1	2	XX	chr15_55387036_55390080
chr15	multovl	overlap	56523603	56527738	4136	2	1	1	2	XX	chr15_56523603_56527738
chr15	multovl	overlap	56784311	56785049	739	2	1	1	2	XX	chr15_56784311_56785049
chr15	multovl	overlap	57524609	57528085	3477	2	1	1	2	XX	chr15_57524609_57528085
chr15	multovl	overlap	57722056	57725125	3070	2	1	2	3	XX	chr15_57722056_57725125
chr15	multovl	overlap	57743381	57745699	2319	2	1	1	2	XX	chr15_57743381_57745699
chr15	multovl	overlap	57806188	57809793	3606	2	1	1	2	XX	chr15_57806188_57809793
chr15	multovl	overlap	57864432	57866796	2365	2	1	1	2	XX	chr15_57864432_57866796
chr15	multovl	overlap	57906470	57909358	2889	2	1	1	2	XX	chr15_57906470_57909358
chr15	multovl	overlap	57964989	57967356	2368	2	1	1	2	XX	chr15_57964989_57967356
chr15	multovl	overlap	57972120	57974328	2209	2	1	1	2	XX	chr15_57972120_57974328
chr15	multovl	overlap	58045195	58047581	2387	2	1	1	2	XX	chr15_58045195_58047581
chr15	multovl	overlap	58246235	58248535	2301	2	1	1	2	XX	chr15_58246235_58248535
chr15	multovl	overlap	58248565	58249397	833	2	1	1	2	XX	chr15_58248565_58249397
chr15	multovl	overlap	58653290	58655076	1787	2	1	1	2	XX	chr15_58653290_58655076
chr15	multovl	overlap	58655097	58656331	1235	2	1	1	2	XX	chr15_58655097_58656331
chr15	multovl	overlap	58701062	58702140	1079	2	1	1	2	XX	chr15_58701062_58702140
chr15	multovl	overlap	58703490	58705475	1986	2	1	1	2	XX	chr15_58703490_58705475
chr15	multovl	overlap	58718957	58722538	3582	2	1	1	2	XX	chr15_58718957_58722538
chr15	multovl	overlap	58763432	58767111	3680	2	1	1	2	XX	chr15_58763432_58767111
chr15	multovl	overlap	58911662	58913759	2098	2	1	1	2	XX	chr15_58911662_58913759
chr15	multovl	overlap	59145542	59150261	4720	2	1	1	2	XX	chr15_59145542_59150261
chr15	multovl	overlap	59204198	59207776	3579	2	1	1	2	XX	chr15_59204198_59207776
chr15	multovl	overlap	59243570	59245018	1449	2	1	1	2	XX	chr15_59243570_59245018
chr15	multovl	overlap	59478409	59483512	5104	2	1	2	3	XX	chr15_59478409_59483512
chr15	multovl	overlap	60655381	60656727	1347	2	1	1	2	XX	chr15_60655381_60656727
chr15	multovl	overlap	61815013	61821456	6444	2	1	1	2	XX	chr15_61815013_61821456
chr15	multovl	overlap	61868826	61873296	4471	2	1	1	2	XX	chr15_61868826_61873296
chr15	multovl	overlap	61873521	61876129	2609	2	1	1	2	XX	chr15_61873521_61876129
chr15	multovl	overlap	63827704	63830583	2880	2	1	1	2	XX	chr15_63827704_63830583
chr15	multovl	overlap	63890539	63892792	2254	2	1	1	2	XX	chr15_63890539_63892792
chr15	multovl	overlap	64141263	64144307	3045	2	1	1	2	XX	chr15_64141263_64144307
chr15	multovl	overlap	64144398	64145455	1058	2	1	1	2	XX	chr15_64144398_64145455
chr15	multovl	overlap	64211487	64215553	4067	2	1	1	2	XX	chr15_64211487_64215553
chr15	multovl	overlap	65617947	65620721	2775	2	1	1	2	XX	chr15_65617947_65620721
chr15	multovl	overlap	66391945	66393047	1103	2	1	1	2	XX	chr15_66391945_66393047
chr15	multovl	overlap	66408824	66411024	2201	2	1	1	2	XX	chr15_66408824_66411024
chr15	multovl	overlap	66721820	66727715	5896	2	1	2	3	XX	chr15_66721820_66727715
chr15	multovl	overlap	66799385	66801937	2553	2	1	1	2	XX	chr15_66799385_66801937
chr15	multovl	overlap	66870693	66871830	1138	2	1	1	2	XX	chr15_66870693_66871830
chr15	multovl	overlap	66977117	66978699	1583	2	1	1	2	XX	chr15_66977117_66978699
chr15	multovl	overlap	67006021	67010594	4574	2	1	1	2	XX	chr15_67006021_67010594
chr15	multovl	overlap	68088929	68091511	2583	2	1	1	2	XX	chr15_68088929_68091511
chr15	multovl	overlap	68192495	68195935	3441	2	1	2	3	XX	chr15_68192495_68195935
chr15	multovl	overlap	72890271	72892336	2066	2	1	1	2	XX	chr15_72890271_72892336
chr15	multovl	overlap	72898070	72899052	983	2	1	1	2	XX	chr15_72898070_72899052
chr15	multovl	overlap	72919950	72922098	2149	2	1	1	2	XX	chr15_72919950_72922098
chr15	multovl	overlap	73012838	73015325	2488	2	1	1	2	XX	chr15_73012838_73015325
chr15	multovl	overlap	73251396	73255853	4458	2	1	1	2	XX	chr15_73251396_73255853
chr15	multovl	overlap	73341764	73344168	2405	2	1	1	2	XX	chr15_73341764_73344168
chr15	multovl	overlap	73473648	73476220	2573	2	1	1	2	XX	chr15_73473648_73476220
chr15	multovl	overlap	74538379	74540949	2571	2	1	1	2	XX	chr15_74538379_74540949
chr15	multovl	overlap	74551286	74552502	1217	2	1	1	2	XX	chr15_74551286_74552502
chr15	multovl	overlap	74582626	74583786	1161	2	1	1	2	XX	chr15_74582626_74583786
chr15	multovl	overlap	74784864	74787741	2878	2	1	1	2	XX	chr15_74784864_74787741
chr15	multovl	overlap	74825869	74828310	2442	2	1	1	2	XX	chr15_74825869_74828310
chr15	multovl	overlap	75446211	75448211	2001	2	1	1	2	XX	chr15_75446211_75448211
chr15	multovl	overlap	75507838	75510020	2183	2	1	1	2	XX	chr15_75507838_75510020
chr15	multovl	overlap	75533819	75535690	1872	2	1	1	2	XX	chr15_75533819_75535690
chr15	multovl	overlap	75670910	75673348	2439	2	1	1	2	XX	chr15_75670910_75673348
chr15	multovl	overlap	75692379	75694249	1871	2	1	1	2	XX	chr15_75692379_75694249
chr15	multovl	overlap	75737956	75741981	4026	2	1	1	2	XX	chr15_75737956_75741981
chr15	multovl	overlap	75750220	75752333	2114	2	1	1	2	XX	chr15_75750220_75752333
chr15	multovl	overlap	75758862	75760929	2068	2	1	1	2	XX	chr15_75758862_75760929
chr15	multovl	overlap	75770588	75773281	2694	2	1	1	2	XX	chr15_75770588_75773281
chr15	multovl	overlap	75798660	75800618	1959	2	1	1	2	XX	chr15_75798660_75800618
chr15	multovl	overlap	75838265	75841099	2835	2	1	1	2	XX	chr15_75838265_75841099
chr15	multovl	overlap	75898766	75900500	1735	2	1	1	2	XX	chr15_75898766_75900500
chr15	multovl	overlap	75909481	75912340	2860	2	1	1	2	XX	chr15_75909481_75912340
chr15	multovl	overlap	75921270	75922299	1030	2	1	1	2	XX	chr15_75921270_75922299
chr15	multovl	overlap	76023320	76031173	7854	2	1	2	3	XX	chr15_76023320_76031173
chr15	multovl	overlap	76034566	76038923	4358	2	1	1	2	XX	chr15_76034566_76038923
chr15	multovl	overlap	76058246	76060758	2513	2	1	1	2	XX	chr15_76058246_76060758
chr15	multovl	overlap	76072121	76074319	2199	2	1	1	2	XX	chr15_76072121_76074319
chr15	multovl	overlap	76076868	76079150	2283	2	1	1	2	XX	chr15_76076868_76079150
chr15	multovl	overlap	76124119	76126103	1985	2	1	1	2	XX	chr15_76124119_76126103
chr15	multovl	overlap	76156932	76159119	2188	2	1	1	2	XX	chr15_76156932_76159119
chr15	multovl	overlap	76160589	76163360	2772	2	1	1	2	XX	chr15_76160589_76163360
chr15	multovl	overlap	76173198	76175266	2069	2	1	1	2	XX	chr15_76173198_76175266
chr15	multovl	overlap	76179230	76183635	4406	2	1	1	2	XX	chr15_76179230_76183635
chr15	multovl	overlap	76198595	76200945	2351	2	1	1	2	XX	chr15_76198595_76200945
chr15	multovl	overlap	76209911	76212523	2613	2	1	1	2	XX	chr15_76209911_76212523
chr15	multovl	overlap	76306129	76309823	3695	2	1	1	2	XX	chr15_76306129_76309823
chr15	multovl	overlap	76340609	76343507	2899	2	1	2	3	XX	chr15_76340609_76343507
chr15	multovl	overlap	76352718	76354806	2089	2	1	1	2	XX	chr15_76352718_76354806
chr15	multovl	overlap	76367412	76370577	3166	2	1	1	2	XX	chr15_76367412_76370577
chr15	multovl	overlap	76406368	76407983	1616	2	1	1	2	XX	chr15_76406368_76407983
chr15	multovl	overlap	76436856	76438349	1494	2	1	1	2	XX	chr15_76436856_76438349
chr15	multovl	overlap	76455219	76457619	2401	2	1	1	2	XX	chr15_76455219_76457619
chr15	multovl	overlap	76469337	76470821	1485	2	1	1	2	XX	chr15_76469337_76470821
chr15	multovl	overlap	76485074	76487241	2168	2	1	1	2	XX	chr15_76485074_76487241
chr15	multovl	overlap	76487375	76488345	971	2	1	1	2	XX	chr15_76487375_76488345
chr15	multovl	overlap	76489537	76491855	2319	2	1	1	2	XX	chr15_76489537_76491855
chr15	multovl	overlap	76501179	76503402	2224	2	1	1	2	XX	chr15_76501179_76503402
chr15	multovl	overlap	76530849	76533006	2158	2	1	1	2	XX	chr15_76530849_76533006
chr15	multovl	overlap	76540048	76542437	2390	2	1	1	2	XX	chr15_76540048_76542437
chr15	multovl	overlap	76545180	76547413	2234	2	1	1	2	XX	chr15_76545180_76547413
chr15	multovl	overlap	76552587	76555080	2494	2	1	1	2	XX	chr15_76552587_76555080
chr15	multovl	overlap	76646729	76649383	2655	2	1	1	2	XX	chr15_76646729_76649383
chr15	multovl	overlap	76700321	76702648	2328	2	1	1	2	XX	chr15_76700321_76702648
chr15	multovl	overlap	76709299	76710977	1679	2	1	1	2	XX	chr15_76709299_76710977
chr15	multovl	overlap	76729110	76731641	2532	2	1	1	2	XX	chr15_76729110_76731641
chr15	multovl	overlap	76734126	76736433	2308	2	1	1	2	XX	chr15_76734126_76736433
chr15	multovl	overlap	76754841	76756861	2021	2	1	1	2	XX	chr15_76754841_76756861
chr15	multovl	overlap	76778136	76780237	2102	2	1	1	2	XX	chr15_76778136_76780237
chr15	multovl	overlap	76979086	76985074	5989	2	1	1	2	XX	chr15_76979086_76985074
chr15	multovl	overlap	77022361	77023699	1339	2	1	1	2	XX	chr15_77022361_77023699
chr15	multovl	overlap	77134750	77138312	3563	2	1	1	2	XX	chr15_77134750_77138312
chr15	multovl	overlap	77197013	77198615	1603	2	1	1	2	XX	chr15_77197013_77198615
chr15	multovl	overlap	77665780	77672745	6966	2	1	2	3	XX	chr15_77665780_77672745
chr15	multovl	overlap	77672869	77673695	827	2	1	1	2	XX	chr15_77672869_77673695
chr15	multovl	overlap	77757738	77760736	2999	2	1	1	2	XX	chr15_77757738_77760736
chr15	multovl	overlap	77799288	77802524	3237	2	1	1	2	XX	chr15_77799288_77802524
chr15	multovl	overlap	78002879	78004676	1798	2	1	1	2	XX	chr15_78002879_78004676
chr15	multovl	overlap	78004772	78005902	1131	2	1	1	2	XX	chr15_78004772_78005902
chr15	multovl	overlap	78235557	78238314	2758	2	1	1	2	XX	chr15_78235557_78238314
chr15	multovl	overlap	78258716	78260787	2072	2	1	1	2	XX	chr15_78258716_78260787
chr15	multovl	overlap	78357914	78361130	3217	2	1	1	2	XX	chr15_78357914_78361130
chr15	multovl	overlap	78411025	78412964	1940	2	1	1	2	XX	chr15_78411025_78412964
chr15	multovl	overlap	78632236	78633674	1439	2	1	1	2	XX	chr15_78632236_78633674
chr15	multovl	overlap	78672761	78676847	4087	2	1	1	2	XX	chr15_78672761_78676847
chr15	multovl	overlap	78706463	78709246	2784	2	1	1	2	XX	chr15_78706463_78709246
chr15	multovl	overlap	78729340	78732232	2893	2	1	1	2	XX	chr15_78729340_78732232
chr15	multovl	overlap	78744207	78746875	2669	2	1	1	2	XX	chr15_78744207_78746875
chr15	multovl	overlap	78755354	78758750	3397	2	1	2	3	XX	chr15_78755354_78758750
chr15	multovl	overlap	78758828	78759508	681	2	1	1	2	XX	chr15_78758828_78759508
chr15	multovl	overlap	78764729	78766933	2205	2	1	1	2	XX	chr15_78764729_78766933
chr15	multovl	overlap	78778012	78779119	1108	2	1	1	2	XX	chr15_78778012_78779119
chr15	multovl	overlap	78812648	78816331	3684	2	1	1	2	XX	chr15_78812648_78816331
chr15	multovl	overlap	78857795	78862245	4451	2	1	1	2	XX	chr15_78857795_78862245
chr15	multovl	overlap	78892132	78893478	1347	2	1	1	2	XX	chr15_78892132_78893478
chr15	multovl	overlap	78904675	78906989	2315	2	1	1	2	XX	chr15_78904675_78906989
chr15	multovl	overlap	78938058	78941788	3731	2	1	2	3	XX	chr15_78938058_78941788
chr15	multovl	overlap	78970623	78972811	2189	2	1	1	2	XX	chr15_78970623_78972811
chr15	multovl	overlap	79058963	79060967	2005	2	1	1	2	XX	chr15_79058963_79060967
chr15	multovl	overlap	79156322	79159661	3340	2	1	1	2	XX	chr15_79156322_79159661
chr15	multovl	overlap	79176654	79179779	3126	2	1	1	2	XX	chr15_79176654_79179779
chr15	multovl	overlap	79231041	79234979	3939	2	1	1	2	XX	chr15_79231041_79234979
chr15	multovl	overlap	79270295	79272520	2226	2	1	1	2	XX	chr15_79270295_79272520
chr15	multovl	overlap	79334835	79336314	1480	2	1	1	2	XX	chr15_79334835_79336314
chr15	multovl	overlap	79346443	79348762	2320	2	1	1	2	XX	chr15_79346443_79348762
chr15	multovl	overlap	79374352	79377921	3570	2	1	1	2	XX	chr15_79374352_79377921
chr15	multovl	overlap	79488353	79490654	2302	2	1	1	2	XX	chr15_79488353_79490654
chr15	multovl	overlap	79500506	79502701	2196	2	1	1	2	XX	chr15_79500506_79502701
chr15	multovl	overlap	79513956	79519439	5484	2	1	1	2	XX	chr15_79513956_79519439
chr15	multovl	overlap	79521229	79522627	1399	2	1	1	2	XX	chr15_79521229_79522627
chr15	multovl	overlap	79571180	79573860	2681	2	1	1	2	XX	chr15_79571180_79573860
chr15	multovl	overlap	79603703	79605769	2067	2	1	1	2	XX	chr15_79603703_79605769
chr15	multovl	overlap	79662606	79665505	2900	2	1	1	2	XX	chr15_79662606_79665505
chr15	multovl	overlap	79721023	79724253	3231	2	1	1	2	XX	chr15_79721023_79724253
chr15	multovl	overlap	79757837	79758978	1142	2	1	1	2	XX	chr15_79757837_79758978
chr15	multovl	overlap	79910901	79914795	3895	2	1	1	2	XX	chr15_79910901_79914795
chr15	multovl	overlap	79921118	79922492	1375	2	1	1	2	XX	chr15_79921118_79922492
chr15	multovl	overlap	79963172	79965497	2326	2	1	1	2	XX	chr15_79963172_79965497
chr15	multovl	overlap	80003132	80004004	873	2	1	1	2	XX	chr15_80003132_80004004
chr15	multovl	overlap	80004081	80006331	2251	2	1	1	2	XX	chr15_80004081_80006331
chr15	multovl	overlap	80063546	80066046	2501	2	1	1	2	XX	chr15_80063546_80066046
chr15	multovl	overlap	80084580	80089112	4533	2	1	1	2	XX	chr15_80084580_80089112
chr15	multovl	overlap	80093203	80095521	2319	2	1	1	2	XX	chr15_80093203_80095521
chr15	multovl	overlap	80390453	80392126	1674	2	1	1	2	XX	chr15_80390453_80392126
chr15	multovl	overlap	80536469	80537869	1401	2	1	1	2	XX	chr15_80536469_80537869
chr15	multovl	overlap	80540266	80543206	2941	2	1	1	2	XX	chr15_80540266_80543206
chr15	multovl	overlap	80627949	80632112	4164	2	1	1	2	XX	chr15_80627949_80632112
chr15	multovl	overlap	80778261	80780555	2295	2	1	1	2	XX	chr15_80778261_80780555
chr15	multovl	overlap	80807789	80809338	1550	2	1	1	2	XX	chr15_80807789_80809338
chr15	multovl	overlap	80932991	80936243	3253	2	1	2	3	XX	chr15_80932991_80936243
chr15	multovl	overlap	80967409	80968963	1555	2	1	1	2	XX	chr15_80967409_80968963
chr15	multovl	overlap	80994605	80995402	798	2	1	1	2	XX	chr15_80994605_80995402
chr15	multovl	overlap	81019302	81022144	2843	2	1	1	2	XX	chr15_81019302_81022144
chr15	multovl	overlap	81189195	81191709	2515	2	1	1	2	XX	chr15_81189195_81191709
chr15	multovl	overlap	81227648	81232130	4483	2	1	1	2	XX	chr15_81227648_81232130
chr15	multovl	overlap	81295618	81298555	2938	2	1	1	2	XX	chr15_81295618_81298555
chr15	multovl	overlap	81352391	81355486	3096	2	1	1	2	XX	chr15_81352391_81355486
chr15	multovl	overlap	81414572	81418951	4380	2	1	2	3	XX	chr15_81414572_81418951
chr15	multovl	overlap	81493925	81495709	1785	2	1	1	2	XX	chr15_81493925_81495709
chr15	multovl	overlap	81558783	81560712	1930	2	1	1	2	XX	chr15_81558783_81560712
chr15	multovl	overlap	81574753	81577310	2558	2	1	1	2	XX	chr15_81574753_81577310
chr15	multovl	overlap	81633077	81635301	2225	2	1	1	2	XX	chr15_81633077_81635301
chr15	multovl	overlap	81640038	81643806	3769	2	1	1	2	XX	chr15_81640038_81643806
chr15	multovl	overlap	81685921	81690522	4602	2	1	1	2	XX	chr15_81685921_81690522
chr15	multovl	overlap	81701291	81704205	2915	2	1	1	2	XX	chr15_81701291_81704205
chr15	multovl	overlap	81753512	81757510	3999	2	1	1	2	XX	chr15_81753512_81757510
chr15	multovl	overlap	81788809	81791618	2810	2	1	1	2	XX	chr15_81788809_81791618
chr15	multovl	overlap	81844873	81847855	2983	2	1	1	2	XX	chr15_81844873_81847855
chr15	multovl	overlap	81876143	81878859	2717	2	1	1	2	XX	chr15_81876143_81878859
chr15	multovl	overlap	81957303	81959392	2090	2	1	1	2	XX	chr15_81957303_81959392
chr15	multovl	overlap	81977316	81980466	3151	2	1	1	2	XX	chr15_81977316_81980466
chr15	multovl	overlap	82074025	82075603	1579	2	1	1	2	XX	chr15_82074025_82075603
chr15	multovl	overlap	82168066	82169998	1933	2	1	1	2	XX	chr15_82168066_82169998
chr15	multovl	overlap	82176122	82178178	2057	2	1	1	2	XX	chr15_82176122_82178178
chr15	multovl	overlap	82182950	82185596	2647	2	1	1	2	XX	chr15_82182950_82185596
chr15	multovl	overlap	82717572	82718265	694	2	1	1	2	XX	chr15_82717572_82718265
chr15	multovl	overlap	82727920	82731146	3227	2	1	1	2	XX	chr15_82727920_82731146
chr15	multovl	overlap	82792861	82793908	1048	2	1	1	2	XX	chr15_82792861_82793908
chr15	multovl	overlap	82929863	82931566	1704	2	1	1	2	XX	chr15_82929863_82931566
chr15	multovl	overlap	82951576	82953631	2056	2	1	1	2	XX	chr15_82951576_82953631
chr15	multovl	overlap	82977939	82980101	2163	2	1	1	2	XX	chr15_82977939_82980101
chr15	multovl	overlap	83000669	83004074	3406	2	1	1	2	XX	chr15_83000669_83004074
chr15	multovl	overlap	83179106	83181507	2402	2	1	1	2	XX	chr15_83179106_83181507
chr15	multovl	overlap	83293300	83295279	1980	2	1	1	2	XX	chr15_83293300_83295279
chr15	multovl	overlap	83340352	83342113	1762	2	1	1	2	XX	chr15_83340352_83342113
chr15	multovl	overlap	83384995	83386882	1888	2	1	1	2	XX	chr15_83384995_83386882
chr15	multovl	overlap	83392753	83396823	4071	2	1	1	2	XX	chr15_83392753_83396823
chr15	multovl	overlap	83423590	83426440	2851	2	1	1	2	XX	chr15_83423590_83426440
chr15	multovl	overlap	84021703	84024015	2313	2	1	1	2	XX	chr15_84021703_84024015
chr15	multovl	overlap	84062204	84063109	906	2	1	1	2	XX	chr15_84062204_84063109
chr15	multovl	overlap	84510776	84512958	2183	2	1	1	2	XX	chr15_84510776_84512958
chr15	multovl	overlap	84685461	84687396	1936	2	1	2	3	XX	chr15_84685461_84687396
chr15	multovl	overlap	84752314	84756297	3984	2	1	1	2	XX	chr15_84752314_84756297
chr15	multovl	overlap	84816388	84819775	3388	2	1	2	3	XX	chr15_84816388_84819775
chr15	multovl	overlap	84866128	84869006	2879	2	1	1	2	XX	chr15_84866128_84869006
chr15	multovl	overlap	85035817	85037108	1292	2	1	1	2	XX	chr15_85035817_85037108
chr15	multovl	overlap	85165913	85168633	2721	2	1	1	2	XX	chr15_85165913_85168633
chr15	multovl	overlap	85465118	85466537	1420	2	1	1	2	XX	chr15_85465118_85466537
chr15	multovl	overlap	85499292	85505120	5829	2	1	1	2	XX	chr15_85499292_85505120
chr15	multovl	overlap	85564825	85566906	2082	2	1	1	2	XX	chr15_85564825_85566906
chr15	multovl	overlap	85640723	85642907	2185	2	1	1	2	XX	chr15_85640723_85642907
chr15	multovl	overlap	85661913	85663420	1508	2	1	1	2	XX	chr15_85661913_85663420
chr15	multovl	overlap	85688579	85692413	3835	2	1	1	2	XX	chr15_85688579_85692413
chr15	multovl	overlap	85708969	85710925	1957	2	1	1	2	XX	chr15_85708969_85710925
chr15	multovl	overlap	85888296	85890977	2682	2	1	1	2	XX	chr15_85888296_85890977
chr15	multovl	overlap	86014875	86017701	2827	2	1	1	2	XX	chr15_86014875_86017701
chr15	multovl	overlap	86043159	86046144	2986	2	1	1	2	XX	chr15_86043159_86046144
chr15	multovl	overlap	88561974	88564289	2316	2	1	1	2	XX	chr15_88561974_88564289
chr15	multovl	overlap	88580652	88581929	1278	2	1	1	2	XX	chr15_88580652_88581929
chr15	multovl	overlap	88582105	88583396	1292	2	1	1	2	XX	chr15_88582105_88583396
chr15	multovl	overlap	88648585	88651319	2735	2	1	2	3	XX	chr15_88648585_88651319
chr15	multovl	overlap	88666795	88668996	2202	2	1	1	2	XX	chr15_88666795_88668996
chr15	multovl	overlap	88691639	88695937	4299	2	1	1	2	XX	chr15_88691639_88695937
chr15	multovl	overlap	88904879	88908812	3934	2	1	2	3	XX	chr15_88904879_88908812
chr15	multovl	overlap	88918411	88921562	3152	2	1	1	2	XX	chr15_88918411_88921562
chr15	multovl	overlap	88951904	88954279	2376	2	1	1	2	XX	chr15_88951904_88954279
chr15	multovl	overlap	88957708	88959890	2183	2	1	1	2	XX	chr15_88957708_88959890
chr15	multovl	overlap	88978714	88980860	2147	2	1	1	2	XX	chr15_88978714_88980860
chr15	multovl	overlap	88998862	89000235	1374	2	1	1	2	XX	chr15_88998862_89000235
chr15	multovl	overlap	89006970	89012315	5346	2	1	1	2	XX	chr15_89006970_89012315
chr15	multovl	overlap	89025806	89027989	2184	2	1	1	2	XX	chr15_89025806_89027989
chr15	multovl	overlap	89041234	89043415	2182	2	1	1	2	XX	chr15_89041234_89043415
chr15	multovl	overlap	89144020	89146580	2561	2	1	1	2	XX	chr15_89144020_89146580
chr15	multovl	overlap	89184687	89188193	3507	2	1	1	2	XX	chr15_89184687_89188193
chr15	multovl	overlap	89202890	89205486	2597	2	1	1	2	XX	chr15_89202890_89205486
chr15	multovl	overlap	89258800	89261219	2420	2	1	1	2	XX	chr15_89258800_89261219
chr15	multovl	overlap	89305131	89307779	2649	2	1	1	2	XX	chr15_89305131_89307779
chr15	multovl	overlap	89421131	89423264	2134	2	1	1	2	XX	chr15_89421131_89423264
chr15	multovl	overlap	89770816	89772035	1220	2	1	1	2	XX	chr15_89770816_89772035
chr15	multovl	overlap	90053709	90056062	2354	2	1	1	2	XX	chr15_90053709_90056062
chr15	multovl	overlap	90508651	90511014	2364	2	1	1	2	XX	chr15_90508651_90511014
chr15	multovl	overlap	90878973	90880976	2004	2	1	1	2	XX	chr15_90878973_90880976
chr15	multovl	overlap	91021689	91023263	1575	2	1	1	2	XX	chr15_91021689_91023263
chr15	multovl	overlap	91403034	91404126	1093	2	1	1	2	XX	chr15_91403034_91404126
chr15	multovl	overlap	91502850	91504643	1794	2	1	1	2	XX	chr15_91502850_91504643
chr15	multovl	overlap	93103439	93107273	3835	2	1	3	4	XX	chr15_93103439_93107273
