chr	start	end	length	summit	tags	X.10.log10.pvalue	fold_enrichment	FDR	start+summit-150bp	start+summit+150bp
chr7	133935508	133936230	723	596	32	199.92	28.69	2.71	133935954	133936254
chr11	32441836	32443337	1502	1109	58	199.81	14.67	2.71	32442795	32443095
chr8	74156416	74157398	983	749	43	199.75	19.41	2.71	74157015	74157315
chr19	57205771	57207036	1266	365	52	199.74	18.57	2.71	57205986	57206286
chr2	14976390	14977073	684	363	27	199.61	34.14	2.71	14976603	14976903
chr2	164388804	164389533	730	349	34	199.6	23.16	2.7	164389003	164389303
chr5	35250603	35251718	1116	784	42	199.48	13.44	2.7	35251237	35251537
chr1	38054560	38055551	992	359	34	199.43	13.97	2.7	38054769	38055069
chr5	29895504	29896494	991	150	35	199.38	19.55	2.7	29895504	29895804
chr8	47248807	47249320	514	126	30	199.25	15.89	2.7	47248783	47249083
chr11	74643446	74644583	1138	944	45	199.17	15.38	2.7	74644240	74644540
chr3	93250863	93251962	1100	766	37	198.99	17.37	2.69	93251479	93251779
chr9	80012502	80013151	650	502	28	198.86	23.83	2.69	80012854	80013154
chr12	101437347	101438913	1567	308	48	198.79	19.74	2.69	101437505	101437805
chr5	115988634	115989067	434	134	29	198.68	24.44	2.69	115988618	115988918
chr3	121047628	121048492	865	409	40	198.66	15.71	2.69	121047887	121048187
chr14	27398879	27399971	1093	143	45	198.63	16.18	2.68	27398872	27399172
chr6	13627175	13628371	1197	988	37	198.52	16.5	2.68	13628013	13628313
chr7	29165949	29166796	848	260	45	198.41	11.96	2.68	29166059	29166359
chr9	20446462	20447884	1423	518	50	198.4	17.11	2.68	20446830	20447130
chr11	60987675	60989175	1501	474	48	198.34	15.51	2.67	60987999	60988299
chr5	122283311	122284691	1381	660	61	198.34	16.13	2.68	122283821	122284121
chr9	57486546	57487390	845	438	44	198.2	20.95	2.67	57486834	57487134
chr10	3134029	3135006	978	177	36	198.18	20.72	2.67	3134056	3134356
chr2	157104558	157105446	889	469	36	198.15	17.65	2.67	157104877	157105177
chr3	87803667	87805079	1413	905	42	198.14	15.35	2.67	87804422	87804722
chr8	36557818	36558943	1126	861	42	198.07	15.89	2.67	36558529	36558829
chr2	19578500	19579831	1332	756	45	198.04	15.71	2.66	19579106	19579406
chr8	74246635	74247551	917	542	41	197.95	18.86	2.66	74247027	74247327
chr7	55392393	55393226	834	339	29	197.86	23.47	2.66	55392582	55392882
chr2	167905812	167907195	1384	562	42	197.79	15	2.66	167906224	167906524
chr18	35998143	35999445	1303	369	56	197.75	15.48	2.66	35998362	35998662
chr19	11986327	11987127	801	456	30	197.69	28.2	2.65	11986633	11986933
chr12	88164719	88166078	1360	360	46	197.59	16	2.65	88164929	88165229
chr14	56209537	56210951	1415	1092	48	197.58	15.17	2.65	56210479	56210779
chr11	20231952	20233515	1564	1130	58	197.57	15	2.65	20232932	20233232
chr2	90344694	90345548	855	590	37	197.56	17.11	2.65	90345134	90345434
chr16	45158558	45159197	640	397	32	197.46	23.52	2.65	45158805	45159105
chr4	154619888	154620501	614	257	30	197.4	28.76	2.64	154619995	154620295
chr4	123019394	123020623	1230	405	42	197.26	18.72	2.64	123019649	123019949
chr9	72379857	72380589	733	208	29	197.16	20.37	2.71	72379915	72380215
chr4	128866559	128867715	1157	820	41	197.15	11.73	2.71	128867229	128867529
chr10	92184469	92185375	907	737	35	197.08	19.07	2.7	92185056	92185356
chr5	65726659	65727219	561	299	30	197	26.19	2.7	65726808	65727108
chr10	53349100	53350168	1069	851	34	196.99	15.85	2.7	53349801	53350101
chr13	51853607	51854230	624	342	34	196.98	21.57	2.7	51853799	51854099
chr8	73222043	73223579	1537	302	52	196.88	15.63	2.7	73222195	73222495
chr1	159341784	159342935	1152	1045	36	196.86	17.07	2.7	159342679	159342979
chr8	13287526	13288640	1115	629	42	196.8	15.17	2.69	13288005	13288305
chr19	6048424	6049514	1091	536	49	196.75	17.91	2.69	6048810	6049110
chr9	64097096	64097841	746	238	36	196.75	19.18	2.69	64097184	64097484
chr2	27173572	27174746	1175	700	52	196.55	13.04	2.69	27174122	27174422
chr7	28954455	28955264	810	213	36	196.43	19.55	2.69	28954518	28954818
chr11	3351633	3352760	1128	850	46	196.41	19.9	2.68	3352333	3352633
chr4	32886870	32887608	739	362	32	196.33	30.8	2.68	32887082	32887382
chr16	18498465	18499509	1045	423	50	196.32	13.85	2.68	18498738	18499038
chr6	29297437	29298462	1026	477	43	196.31	13.62	2.68	29297764	29298064
chr19	5366501	5367471	971	491	40	196.1	14.67	2.68	5366842	5367142
chr9	99143353	99144341	989	314	45	196.08	11	2.68	99143517	99143817
chr16	37867837	37869526	1690	760	49	196.06	16.46	2.67	37868447	37868747
chr17	21081967	21083016	1050	402	45	195.85	17.31	2.67	21082219	21082519
chr6	146836630	146837436	807	427	32	195.74	25.51	2.67	146836907	146837207
chr4	119211722	119213035	1314	439	39	195.63	19.21	2.67	119212011	119212311
chr11	62271669	62272570	902	351	43	195.56	15.58	2.66	62271870	62272170
chr15	25772455	25773028	574	400	31	195.56	24.44	2.67	25772705	25773005
chr9	44113303	44114231	929	609	37	195.56	18.33	2.66	44113762	44114062
chr1	178743486	178745414	1929	733	63	195.54	10.1	2.66	178744069	178744369
chr13	51370051	51370536	486	130	33	195.53	19.6	2.66	51370031	51370331
chr2	28915641	28916383	743	422	33	195.53	13.62	2.66	28915913	28916213
chr6	71493718	71494512	795	377	30	195.53	23.83	2.66	71493945	71494245
chr2	27280740	27283120	2381	1504	72	195.51	8.68	2.65	27282094	27282394
chr2	122174031	122175213	1183	582	38	195.48	15	2.65	122174463	122174763
chr3	65462637	65463592	956	532	35	195.46	15.28	2.65	65463019	65463319
chr18	39152292	39153802	1511	1035	49	195.45	11	2.65	39153177	39153477
chr10	84647112	84648486	1375	643	42	195.31	11.73	2.65	84647605	84647905
chr3	96368379	96368964	586	369	39	195.23	17.6	2.71	96368598	96368898
chr8	13158861	13160007	1147	383	41	195.22	19.01	2.71	13159094	13159394
chr17	45765027	45765643	617	319	31	195.16	20.95	2.71	45765196	45765496
chr11	87860548	87861529	982	569	36	195	19.07	2.71	87860967	87861267
chr3	51079691	51080949	1259	339	37	194.99	22.56	2.7	51079880	51080180
chr2	155969534	155970512	979	363	39	194.88	17.11	2.7	155969747	155970047
chr13	74253294	74254040	747	350	37	194.83	22	2.7	74253494	74253794
chr7	20375206	20375845	640	186	30	194.77	24.93	2.7	20375242	20375542
chr14	26366284	26367123	840	298	39	194.73	14.67	2.7	26366432	26366732
chr16	17980001	17980863	863	428	35	194.73	20.53	2.7	17980279	17980579
chr11	120094650	120096471	1822	1527	51	194.61	13.2	2.69	120096027	120096327
chr2	122477823	122478711	889	483	40	194.5	19.9	2.69	122478156	122478456
chr12	3309343	3310483	1141	336	38	194.29	15.94	2.69	3309529	3309829
chr13	32429914	32431070	1157	782	46	194.24	16.97	2.69	32430546	32430846
chr15	44258761	44259961	1201	909	46	194.24	12.11	2.69	44259520	44259820
chr2	27395458	27396092	635	312	45	194.24	18.04	2.69	27395620	27395920
chr11	51762635	51763891	1257	1089	65	194.16	11.85	2.68	51763574	51763874
chr9	102527766	102529099	1334	770	45	194.16	11	2.68	102528386	102528686
chr13	13682400	13683387	988	315	37	194.15	14.67	2.68	13682565	13682865
chr1	183771666	183772901	1236	930	37	194.03	14.67	2.68	183772446	183772746
chr14	87815541	87816581	1041	144	43	193.99	12.57	2.68	87815535	87815835
chr8	90904087	90905357	1271	600	49	193.83	14.26	2.67	90904537	90904837
chr17	24551367	24552275	909	430	37	193.65	17.7	2.67	24551647	24551947
chr12	70397428	70398400	973	558	36	193.52	14.38	2.67	70397836	70398136
chr2	75308284	75309218	935	338	46	193.36	13.85	2.67	75308472	75308772
chr4	9595857	9596862	1006	674	39	193.33	19.89	2.67	9596381	9596681
chr4	8854397	8855110	714	453	32	193.29	17.99	2.67	8854700	8855000
chr10	93150882	93151850	969	220	34	193.27	19.21	2.66	93150952	93151252
chr9	63699470	63700464	995	542	42	193.27	15.71	2.66	63699862	63700162
chr13	55423110	55423788	679	221	34	193.13	20.78	2.66	55423181	55423481
chr11	49063381	49064558	1178	734	49	193.12	12.22	2.66	49063965	49064265
chr2	58999069	59000090	1022	891	33	193.11	21.33	2.66	58999810	59000110
chr3	89054910	89055838	929	450	41	193.08	20.62	2.66	89055210	89055510
chr6	127286412	127287254	843	451	47	193.06	19.07	2.65	127286713	127287013
chr2	17949101	17950071	971	265	34	193	19.21	2.65	17949216	17949516
chr12	113882510	113883949	1440	748	46	192.93	15.71	2.65	113883108	113883408
chr17	28313864	28314726	863	403	33	192.86	21.67	2.65	28314117	28314417
chr4	153562852	153563580	729	383	33	192.86	20.95	2.65	153563085	153563385
chr4	119694779	119695631	853	362	38	192.73	20	2.65	119694991	119695291
chr1	136391037	136391781	745	203	39	192.72	11.92	2.64	136391090	136391390
chr13	55572529	55574457	1929	984	56	192.63	10.48	2.64	55573363	55573663
chr1	52783441	52784322	882	287	32	192.57	20.17	2.64	52783578	52783878
chr10	126817353	126818013	661	303	27	192.56	44.8	2.64	126817506	126817806
chr15	79059212	79060252	1041	396	36	192.55	19.86	2.64	79059458	79059758
chr12	8680528	8681037	510	336	29	192.5	24.93	2.63	8680714	8681014
chr14	18834345	18834986	642	368	29	192.5	23.54	2.63	18834563	18834863
chr15	9678172	9678756	585	421	29	192.5	22.88	2.63	9678443	9678743
chr6	67216543	67217220	678	368	29	192.5	24.86	2.63	67216761	67217061
chr6	71583014	71583671	658	480	30	192.5	25.73	2.63	71583344	71583644
chr1	132446816	132447813	998	462	42	192.48	12.55	2.62	132447128	132447428
chr2	32218286	32219221	936	314	42	192.48	10.79	2.62	32218450	32218750
chr3	75759977	75760992	1016	255	43	192.48	14.9	2.62	75760082	75760382
chr4	140631953	140633148	1196	337	43	192.48	15.03	2.62	140632140	140632440
chr19	57286099	57286736	638	441	36	192.46	19.65	2.62	57286390	57286690
chr3	107054856	107055623	768	389	36	192.46	20.27	2.62	107055095	107055395
chr14	122196409	122198011	1603	1212	50	192.37	9.78	2.62	122197471	122197771
chr7	20401977	20403221	1245	1002	47	192.35	14.02	2.61	20402829	20403129
chr5	141093460	141094242	783	482	36	192.15	18.33	2.61	141093792	141094092
chr15	27955356	27956193	838	366	33	192.11	17.96	2.61	27955572	27955872
chr3	38042057	38042921	865	385	53	192.08	12.97	2.61	38042292	38042592
chr7	75095712	75096248	537	223	24	192.04	32	2.61	75095785	75096085
chr2	174297768	174299102	1335	883	46	191.96	16.44	2.61	174298501	174298801
chr18	36894355	36895409	1055	615	41	191.92	18.33	2.6	36894820	36895120
chr4	151382448	151383626	1179	653	46	191.89	11.2	2.6	151382951	151383251
chr10	62254540	62255607	1068	332	37	191.83	14.67	2.6	62254722	62255022
chr17	66233514	66235056	1543	780	50	191.82	12.22	2.6	66234144	66234444
chr2	38920524	38921401	878	565	29	191.81	27.74	2.6	38920939	38921239
chr10	118415190	118415882	693	311	39	191.73	18.63	2.6	118415351	118415651
chr5	147605407	147606146	740	318	31	191.73	24.44	2.59	147605575	147605875
chr10	12587787	12588625	839	211	29	191.7	18.33	2.59	12587848	12588148
chr16	95923317	95924915	1599	246	45	191.69	18.33	2.59	95923413	95923713
chr4	122536467	122536992	526	310	27	191.67	21.39	2.59	122536627	122536927
chr18	38409587	38410348	762	613	36	191.65	13.33	2.59	38410050	38410350
chr10	6079403	6080465	1063	421	47	191.59	14.67	2.59	6079674	6079974
chr2	163720909	163721766	858	537	40	191.58	18.86	2.59	163721296	163721596
chr11	70033663	70035034	1372	968	47	191.55	11.83	2.58	70034481	70034781
chr11	52099870	52100538	669	383	37	191.51	18.33	2.58	52100103	52100403
chr17	50902728	50903186	459	252	26	191.47	27.86	2.58	50902830	50903130
chrX	50409881	50410916	1036	379	31	191.42	17.07	2.58	50410110	50410410
chr10	74909093	74909743	651	256	32	191.4	19.89	2.58	74909199	74909499
chr8	113579975	113581237	1263	268	39	191.35	14.67	2.58	113580093	113580393
chr16	29727271	29728299	1029	478	43	191.34	12.22	2.57	29727599	29727899
chr16	56075411	56076327	917	567	38	191.3	14.19	2.57	56075828	56076128
chr9	45082026	45083041	1016	330	41	191.21	12.22	2.57	45082206	45082506
chr11	78830508	78831320	813	488	38	191.16	20.95	2.57	78830846	78831146
chr4	124799615	124801035	1421	575	48	191.16	15.89	2.57	124800040	124800340
chr8	125233147	125233867	721	473	37	191.16	24.09	2.57	125233470	125233770
chr19	45089391	45091222	1832	1672	57	191.02	12.6	2.56	45090913	45091213
chr9	7184152	7184756	605	328	25	191.02	27.74	2.56	7184330	7184630
chr16	18248434	18249343	910	541	40	190.97	15.71	2.56	18248825	18249125
chr8	32221725	32223439	1715	642	49	190.95	12.69	2.56	32222217	32222517
chr7	134234512	134235282	771	295	32	190.94	22	2.56	134234657	134234957
chr2	125498378	125499389	1012	829	37	190.8	17.6	2.56	125499057	125499357
chr7	132850886	132851859	974	519	39	190.78	15.38	2.55	132851255	132851555
chr9	110310266	110311154	889	529	34	190.77	23.47	2.55	110310645	110310945
chr1	55585137	55586316	1180	651	43	190.7	15.89	2.55	55585638	55585938
chr5	135539642	135540821	1180	385	43	190.7	17.11	2.55	135539877	135540177
chr5	115017124	115018389	1266	454	36	190.69	16.5	2.55	115017428	115017728
chr1	173123004	173124262	1259	938	53	190.66	9.78	2.55	173123792	173124092
chr16	98143751	98144549	799	452	33	190.58	18.33	2.55	98144053	98144353
chr6	48394450	48395182	733	306	32	190.35	17.96	2.54	48394606	48394906
chr7	19609351	19610531	1181	845	37	190.3	15.35	2.54	19610046	19610346
chr8	81153900	81154928	1029	443	69	190.26	10.59	2.54	81154193	81154493
chr2	18688551	18689225	675	270	37	190.25	19.25	2.54	18688671	18688971
chr2	26368648	26369282	635	410	36	190.25	16.5	2.54	26368908	26369208
chr15	76406491	76407371	881	418	32	190.23	16.67	2.54	76406759	76407059
chr17	13200313	13201202	890	354	29	190.21	25.6	2.53	13200517	13200817
chr5	111198875	111200207	1333	1142	45	190.14	14.4	2.53	111199867	111200167
chr10	126478142	126479348	1207	886	42	189.98	15.71	2.53	126478878	126479178
chr11	117820835	117821930	1096	518	52	189.97	13.93	2.53	117821203	117821503
chr12	117518528	117520001	1474	947	56	189.95	12.83	2.53	117519325	117519625
chr9	21651066	21651984	919	601	36	189.93	28.2	2.53	21651517	21651817
chr11	115464575	115465881	1307	244	45	189.9	13.44	2.52	115464669	115464969
chr6	53505937	53506451	515	302	31	189.9	20.95	2.52	53506089	53506389
chr4	125328986	125329665	680	272	30	189.89	25.44	2.52	125329108	125329408
chr15	80094199	80094995	797	538	36	189.84	20.78	2.52	80094587	80094887
chr7	89349090	89350065	976	363	36	189.83	23.94	2.52	89349303	89349603
chr1	78654203	78655172	970	411	32	189.82	25.6	2.52	78654464	78654764
chr11	102068956	102070083	1128	466	41	189.78	13.44	2.52	102069272	102069572
chr10	85484190	85485142	953	440	34	189.76	20.28	2.51	85484480	85484780
chr17	29626645	29628825	2181	1185	60	189.73	12.22	2.51	29627680	29627980
chr4	44313591	44314104	514	286	27	189.7	16.13	2.51	44313727	44314027
chr15	54943613	54944683	1071	698	40	189.65	14.67	2.51	54944161	54944461
chr10	8605487	8606675	1189	606	43	189.51	12.22	2.51	8605943	8606243
chr8	120086150	120086898	749	384	27	189.51	29.87	2.51	120086384	120086684
chr17	47146736	47147806	1071	265	44	189.46	14.67	2.5	47146851	47147151
chr3	145631914	145632470	557	176	28	189.41	34.92	2.5	145631940	145632240
chr11	3231065	3232754	1690	1372	49	189.39	15.15	2.5	3232287	3232587
chr4	57446658	57447640	983	494	36	189.39	15.51	2.5	57447002	57447302
chr2	44782154	44782877	724	321	31	189.38	20.53	2.5	44782325	44782625
chr6	120413432	120414341	910	565	39	189.36	14.23	2.5	120413847	120414147
chr17	80380330	80381059	730	401	38	189.23	17.64	2.5	80380581	80380881
chr10	6712218	6713074	857	233	31	189.21	26.48	2.49	6712301	6712601
chr12	86939703	86941110	1408	555	48	189.18	12.6	2.49	86940108	86940408
chr2	30996680	30998028	1349	900	43	189.17	12.45	2.49	30997430	30997730
chr13	30076412	30077378	967	507	37	189.02	13.84	2.49	30076769	30077069
chr10	61157938	61159190	1253	678	36	188.82	20.37	2.49	61158466	61158766
chr9	74885179	74886273	1095	358	36	188.82	15	2.49	74885387	74885687
chr1	182261679	182262981	1303	829	46	188.8	13.33	2.48	182262358	182262658
chr19	40345311	40346313	1003	270	35	188.74	16.3	2.48	40345431	40345731
chr10	79144200	79145164	965	450	38	188.66	13.44	2.48	79144500	79144800
chr18	63137205	63137942	738	286	29	188.66	24.44	2.48	63137341	63137641
chr4	46424178	46424703	526	351	30	188.65	20.62	2.48	46424379	46424679
chr12	112692164	112693242	1079	348	40	188.53	13.44	2.48	112692362	112692662
chr4	6292671	6293424	754	167	34	188.43	23.22	2.48	6292688	6292988
chr16	22656719	22657581	863	458	35	188.4	19.64	2.47	22657027	22657327
chr1	133421727	133422756	1030	217	37	188.35	14.67	2.47	133421794	133422094
chr7	56136110	56137123	1014	645	37	188.27	20.37	2.47	56136605	56136905
chr8	106708546	106709313	768	371	39	188.22	12.83	2.47	106708767	106709067
chr8	34763638	34764667	1030	815	35	188.2	20	2.47	34764303	34764603
chr11	84642115	84642954	840	614	43	188.13	13.85	2.47	84642579	84642879
chr9	31018388	31019628	1241	873	43	188.12	13.91	2.47	31019111	31019411
chr17	5189504	5190209	706	388	33	188.06	23.22	2.46	5189742	5190042
chr7	121314607	121315584	978	512	41	188.02	15.71	2.46	121314969	121315269
chr5	118827266	118828150	885	472	37	187.98	15.38	2.46	118827588	118827888
chr11	22694683	22696091	1409	1042	51	187.96	16.76	2.46	22695575	22695875
chr7	38968505	38969242	738	376	36	187.92	12.57	2.46	38968731	38969031
chr6	47403523	47405286	1764	1441	58	187.87	12.57	2.46	47404814	47405114
chr5	106129073	106130134	1062	769	40	187.85	17.7	2.46	106129692	106129992
chr10	59656069	59657020	952	480	41	187.84	14.26	2.45	59656399	59656699
chr1	135506330	135507066	737	509	30	187.8	19.13	2.45	135506689	135506989
chr2	32511204	32511961	758	381	43	187.71	11.73	2.45	32511435	32511735
chr11	33062094	33063608	1515	1065	48	187.7	13.44	2.45	33063009	33063309
chrX	103222375	103222725	351	149	21	187.61	32.8	2.45	103222374	103222674
chr16	93883556	93884472	917	449	37	187.59	15.89	2.45	93883855	93884155
chr5	137042244	137043327	1084	284	34	187.59	12.22	2.44	137042378	137042678
chr8	128998152	128999140	989	863	35	187.55	25.58	2.44	128998865	128999165
chr8	90900785	90901618	834	384	38	187.46	13.62	2.44	90901019	90901319
chr12	11272347	11273160	814	367	34	187.43	23.57	2.44	11272564	11272864
chr16	91484844	91485981	1138	385	45	187.36	14.67	2.44	91485079	91485379
chr2	181254622	181255655	1034	381	42	187.25	16.76	2.44	181254853	181255153
chr18	73974862	73975598	737	610	32	187.18	14.67	2.44	73975322	73975622
chr11	109334375	109335664	1290	789	40	187.08	18.33	2.43	109335014	109335314
chr2	94245952	94246990	1039	908	35	187.04	18.33	2.43	94246710	94247010
chr9	57786804	57788609	1806	1163	56	186.97	13.75	2.43	57787817	57788117
chr15	77136495	77137716	1222	223	37	186.86	16.5	2.43	77136568	77136868
chr2	156005075	156006653	1579	898	53	186.83	12.94	2.43	156005823	156006123
chr17	84579822	84580547	726	311	42	186.78	16.13	2.43	84579983	84580283
chr6	118088335	118089441	1107	636	38	186.74	17.6	2.43	118088821	118089121
chr17	86608765	86609638	874	434	44	186.67	16.82	2.42	86609049	86609349
chr7	31016663	31017697	1035	394	41	186.65	15.89	2.42	31016907	31017207
chr15	88692156	88693181	1026	707	37	186.61	20.37	2.42	88692713	88693013
chr7	117364853	117365824	972	557	37	186.61	15.44	2.42	117365260	117365560
chr4	140694908	140695956	1049	247	39	186.56	17.02	2.42	140695005	140695305
chr10	57694381	57695391	1011	314	64	186.55	10.66	2.42	57694545	57694845
chr4	141094063	141095037	975	209	31	186.52	15.44	2.42	141094122	141094422
chr2	25561985	25562616	632	338	29	186.41	20.53	2.41	25562173	25562473
chr9	121550547	121551507	961	260	41	186.4	11.2	2.41	121550657	121550957
chr5	123973765	123974916	1152	435	40	186.39	14.94	2.41	123974050	123974350
chr8	49075137	49076292	1156	816	39	186.39	19.86	2.41	49075803	49076103
chr18	68459479	68460388	910	515	42	186.35	16.5	2.41	68459844	68460144
chr19	53216869	53217949	1081	328	33	186.27	19.82	2.41	53217047	53217347
