peak_chr	peak_start	peak_end	gene_name	gene_class	distance
chr17	56745003	56745796	CT485788.3:NM_001163300	core_gene_genebody_peak	0
chr17	56748919	56749819	2410015M20RIK:NM_153152	core_gene_TSS_peak	0
chr17	5679394	5679716	ZDHHC14:NM_146073	core_gene_genebody_peak	0
chr17	56856751	56857350	NDUFA11:NM_027244	core_gene_TSS_peak	0
chr17	56856751	56857350	VMAC:NM_178926:NM_001166474	core_gene_TSS_peak	0
chr17	57024144	57024806	1700061G19RIK:NM_030141	core_gene_genebody_peak	0
chr17	57171133	57172046	KHSRP:NM_010613	core_gene_genebody_peak	0
chr17	5746432	5746824	ZDHHC14:NM_146073	core_gene_genebody_peak	0
chr17	5885248	5885879	SNX9:NM_025664	core_gene_genebody_peak	0
chr17	6007738	6008893	SYNJ2:NM_001113352:NM_001113353:NM_001113351:NM_011523	core_gene_genebody_peak	0
chr17	6467871	6468328	TMEM181A:NM_001045538:NR_033520	core_gene_genebody_peak	0
chr17	64951135	64951983	MAN2A1:NM_008549	core_gene_genebody_peak	0
chr17	64970223	64971000	MAN2A1:NM_008549	core_gene_genebody_peak	0
chr17	65017833	65018305	MAN2A1:NM_008549	core_gene_genebody_peak	0
chr17	66073525	66074006	RAB31:NM_133685	core_gene_genebody_peak	0
chr17	66288151	66290005	TWSG1:NM_023053	core_gene_genebody_peak	0
chr17	66458606	66459023	ORF19:NM_026833:NM_001037757	core_gene_genebody_peak	0
chr17	66799204	66799982	1110012J17RIK:NM_172963:NM_001114098	core_gene_genebody_peak	0
chr17	66800164	66801073	1110012J17RIK:NM_172963:NM_001114098	core_gene_genebody_peak	0
chr17	6950709	6951398	EZR:NM_009510	core_gene_genebody_peak	0
chr17	71056127	71057279	DLGAP1:NM_027712:NM_177639:NM_001128180:NM_001128181	core_gene_genebody_peak	0
chr17	71198791	71199674	TGIF1:NM_001164077:NM_001164076:NM_009372:NM_001164075:NM_001164074	core_gene_genebody_peak	0
chr17	71200630	71201202	TGIF1:NM_001164077:NM_001164076:NM_009372:NM_001164075:NM_001164074	core_gene_genebody_peak	0
chr17	71632037	71632763	EMILIN2:NM_145158	core_gene_genebody_peak	0
chr17	71637579	71637953	EMILIN2:NM_145158	core_gene_genebody_peak	0
chr17	71861395	71861979	NDC80:NM_023294	core_gene_genebody_peak	0
chr17	72936840	72937548	ALK:NM_007439	core_gene_genebody_peak	0
chr17	73274317	73275056	LBH:NM_029999	core_gene_genebody_peak	0
chr17	7380491	7381201	RPS6KA2:NM_011299	core_gene_genebody_peak	0
chr17	74301108	74301970	XDH:NM_011723	core_gene_genebody_peak	0
chr17	7432938	7433562	RPS6KA2:NM_011299	core_gene_genebody_peak	0
chr17	75519138	75519833	LTBP1:NM_019919:NM_206958	core_gene_genebody_peak	0
chr17	75841004	75841804	RASGRP3:NM_001166493:NM_207246	core_gene_genebody_peak	0
chr17	75842093	75842750	RASGRP3:NM_001166493:NM_207246	core_gene_genebody_peak	0
chr17	75864418	75865184	RASGRP3:NM_001166493:NM_207246	core_gene_genebody_peak	0
chr17	75950986	75951660	FAM98A:NM_133747	core_gene_TSS_peak	0
chr17	78761689	78762128	CRIM1:NM_015800	core_gene_genebody_peak	0
chr17	79054178	79054741	STRN:NM_011500	core_gene_genebody_peak	0
chr17	79744518	79745099	CDC42EP3:NM_026514	core_gene_genebody_peak	0
chr17	79753507	79754160	CDC42EP3:NM_026514	core_gene_genebody_peak	0
chr17	80652043	80652862	DHX57:NM_198942:NM_001163759	core_gene_genebody_peak	0
chr1	78195493	78196111	PAX3:NM_008781:NM_001159520	core_gene_genebody_peak	0
chr17	83796903	83797541	EML4:NM_199466:NM_001114362:NM_001114361	core_gene_genebody_peak	0
chr17	84129353	84130079	MTA3:NM_001171054:NM_001171053:NM_001171052:NM_054082	core_gene_genebody_peak	0
chr17	84172010	84172547	MTA3:NM_001171054:NM_001171053:NM_001171052:NM_054082	core_gene_genebody_peak	0
chr17	84245550	84245952	HAAO:NM_025325	core_gene_genebody_peak	0
chr17	8508853	8509668	SFT2D1:NM_134114	core_gene_genebody_peak	0
chr1	78533962	78534678	MOGAT1:NM_026713	core_gene_genebody_peak	0
chr17	8564537	8565225	T2:NM_001161832	core_gene_genebody_peak	0
chr17	8601459	8602394	T2:NM_001161832	core_gene_genebody_peak	0
chr17	86477431	86477852	SRBD1:NM_030133	core_gene_genebody_peak	0
chr17	86608759	86609510	PRKCE:NM_011104	core_gene_genebody_peak	0
chr17	86616621	86617497	PRKCE:NM_011104	core_gene_genebody_peak	0
chr17	86700066	86701020	PRKCE:NM_011104	core_gene_genebody_peak	0
chr17	86763908	86764464	PRKCE:NM_011104	core_gene_genebody_peak	0
chr17	86777737	86778471	PRKCE:NM_011104	core_gene_genebody_peak	0
chr17	86846077	86846833	PRKCE:NM_011104	core_gene_genebody_peak	0
chr1	78698412	78699097	ACSL3:NM_001033606:NM_028817:NM_001136222	core_gene_genebody_peak	0
chr1	78699196	78699883	ACSL3:NM_001033606:NM_028817:NM_001136222	core_gene_genebody_peak	0
chr17	87506638	87506913	SOCS5:NM_019654	core_gene_genebody_peak	0
chr17	8993330	8993647	PDE10A:NM_011866	core_gene_genebody_peak	0
chr17	9049243	9049791	PDE10A:NM_011866	core_gene_genebody_peak	0
chr18	10573479	10573871	ESCO1:NM_001081222	core_gene_genebody_peak	0
chr18	12094223	12095211	CABLES1:NM_022021:NM_001146287	core_gene_genebody_peak	0
chr18	14045328	14045760	ZFP521:NM_145492:NM_181326	core_gene_genebody_peak	0
chr18	14095266	14095975	ZFP521:NM_145492:NM_181326	core_gene_genebody_peak	0
chr18	21813111	21813625	KLHL14:NM_001081403	core_gene_genebody_peak	0
chr18	32556880	32557600	BIN1:NM_009668:NM_001083334	core_gene_genebody_peak	0
chr18	32588978	32589650	BIN1:NM_009668:NM_001083334	core_gene_genebody_peak	0
chr18	33129347	33130234	CAMK4:NM_009793	core_gene_genebody_peak	0
chr18	34579531	34580154	PKD2L2:NM_001163004:NM_016927	core_gene_genebody_peak	0
chr18	34778389	34778711	BRD8:NM_030147	core_gene_genebody_peak	0
chr18	35403947	35404544	CTNNA1:NM_009818	core_gene_genebody_peak	0
chr18	35807893	35808542	2010001M09RIK:NM_027222	core_gene_genebody_peak	0
chr18	35936101	35936677	UBE2D2:NM_019912	core_gene_genebody_peak	0
chr18	35997942	35999050	CXXC5:NM_133687	core_gene_genebody_peak	0
chr18	36719706	36720415	ANKHD1:NM_175375	core_gene_TSS_peak	0
chr18	38600229	38600734	NDFIP1:NM_022996	core_gene_genebody_peak	0
chr18	39206682	39207386	ARHGAP26:NM_175164	core_gene_genebody_peak	0
chr18	39208763	39209478	ARHGAP26:NM_175164	core_gene_genebody_peak	0
chr18	42110422	42111311	PRELID2:NM_029942	core_gene_TSS_peak	0
chr18	42499388	42499821	RBM27:NM_172626	core_gene_genebody_peak	0
chr18	46757295	46757659	EIF1A:NM_010120	core_gene_TSS_peak	0
chr18	46757295	46757659	TMED7:NM_025698	core_gene_TSS_peak	0
chr18	47498648	47499436	SEMA6A:NM_018744	core_gene_genebody_peak	0
chr18	53336566	53337232	SNX2:NM_026386	core_gene_genebody_peak	0
chr18	55066201	55066630	ZFP608:NM_175751	core_gene_genebody_peak	0
chr18	56615020	56615751	GRAMD3:NM_026240	core_gene_genebody_peak	0
chr18	56945692	56946130	MARCH3:NM_177115	core_gene_genebody_peak	0
chr18	57412843	57413294	MEGF10:NM_001001979	core_gene_genebody_peak	0
chr18	61130017	61130719	CAMK2A:NM_177407:NM_009792	core_gene_genebody_peak	0
chr18	61134176	61135045	CAMK2A:NM_177407:NM_009792	core_gene_genebody_peak	0
chr18	61491113	61491805	PPARGC1B:NM_133249	core_gene_genebody_peak	0
chr18	61993305	61993932	ABLIM3:NM_198649:NM_001164491	core_gene_genebody_peak	0
chr18	65055559	65056370	NEDD4L:NM_001114386:NM_031881	core_gene_genebody_peak	0
chr18	66242749	66243981	CCBE1:NM_178793	core_gene_genebody_peak	0
chr18	68196368	68196707	D18ERTD653E:NM_172631	core_gene_genebody_peak	0
chr18	68387159	68387691	D18ERTD653E:NM_172631	core_gene_genebody_peak	0
chr18	69503594	69504275	TCF4:NM_013685:NM_001083967	core_gene_TSS_peak	0
chr18	69544002	69544465	TCF4:NM_013685:NM_001083967	core_gene_genebody_peak	0
chr18	70300558	70301137	RAB27B:NM_030554:NM_001082553	core_gene_genebody_peak	0
chr18	70689868	70690406	POLI:NM_001136090:NM_011972	core_gene_TSS_peak	0
chr18	74148390	74148903	MAPK4:NM_172632	core_gene_genebody_peak	0
chr18	74454618	74454956	CCDC11:NM_028948:NR_029424	core_gene_genebody_peak	0
chr18	75159874	75160279	RPL17:NM_001002239	core_gene_TSS_peak	0
chr18	75159874	75160279	SNORD58:NR_028552	core_gene_TSS_peak	0
chr18	75441098	75441758	DYM:NM_027727	core_gene_genebody_peak	0
chr18	75547018	75547454	SMAD7:NM_001042660	core_gene_genebody_peak	0
chr18	75616309	75616941	GM672:NM_201354	core_gene_genebody_peak	0
chr18	78368916	78369687	SLC14A2:NM_001110273:NM_207651:NM_001110274:NM_030683	core_gene_genebody_peak	0
chr18	80892823	80893532	NFATC1:NM_001164112:NM_001164111:NM_001164110:NM_198429:NM_016791:NM_001164109	core_gene_genebody_peak	0
chr1	88160184	88161025	ARMC9:NM_030184:NM_027456	core_gene_genebody_peak	0
chr18	82694998	82695981	MBP:NM_001025245:NM_010777:NM_001025255:NM_001025251:NM_001025259:NM_001025258:NM_001025256:NM_001025254	core_gene_genebody_peak	0
chr18	82731808	82732680	MBP:NM_001025245:NM_010777:NM_001025255:NM_001025251:NM_001025259:NM_001025258:NM_001025256:NM_001025254	core_gene_genebody_peak	0
chr1	88421512	88422535	PTMA:NM_008972	core_gene_genebody_peak	0
chr18	84239713	84240343	TSHZ1:NM_001081300	core_gene_genebody_peak	0
chr1	89518062	89519093	INPP5D:NM_001110192:NM_001110193:NM_010566	core_gene_genebody_peak	0
chr1	89536995	89537576	INPP5D:NM_001110192:NM_001110193:NM_010566	core_gene_genebody_peak	0
chr1	89547132	89547876	INPP5D:NM_001110192:NM_001110193:NM_010566	core_gene_genebody_peak	0
chr1	89726202	89726805	SAG:NM_009118	core_gene_genebody_peak	0
chr1	89737160	89737901	SAG:NM_009118	core_gene_genebody_peak	0
chr1	89752726	89753141	DGKD:NM_177646	core_gene_genebody_peak	0
chr1	90148655	90150569	NM_001177364:NM_001177364	core_gene_genebody_peak	0
chr19	10065758	10066395	BEST1:NM_011913	core_gene_genebody_peak	0
chr19	10138363	10139413	FADS2:NM_019699	core_gene_genebody_peak	0
chr19	10146237	10146841	FADS2:NM_019699	core_gene_genebody_peak	0
chr19	10352156	10352912	DAGLA:NM_198114	core_gene_genebody_peak	0
chr19	10596514	10596852	SDHAF2:NM_025333	core_gene_genebody_peak	0
chr19	10599301	10599765	CPSF7:NM_172302:NM_001164272	core_gene_TSS_peak	0
chr19	10599301	10599765	SDHAF2:NM_025333	core_gene_TSS_peak	0
chr19	10663032	10664220	CYBASC3:NM_201351	core_gene_genebody_peak	0
chr19	10856283	10857033	A430093F15RIK:NR_027805	core_gene_genebody_peak	0
chr19	10864657	10865436	CD6:NM_009852:NM_001037801	core_gene_genebody_peak	0
chr19	10917345	10918296	SLC15A3:NM_023044	core_gene_genebody_peak	0
chr1	91883294	91883865	ASB18:NM_139152	core_gene_genebody_peak	0
chr1	91994210	91994738	NM_029122:NM_029122	core_gene_genebody_peak	0
chr19	21704851	21705900	1110059E24RIK:NM_025423	core_gene_genebody_peak	0
chr19	23222045	23222506	KLF9:NM_010638	core_gene_genebody_peak	0
chr19	24354221	24354796	FXN:NM_008044	core_gene_genebody_peak	0
chr19	24601390	24602110	PIP5K1B:NM_008846	core_gene_genebody_peak	0
chr19	25390038	25390944	KANK1:NM_181404	core_gene_genebody_peak	0
chr19	26720566	26721314	SMARCA2:NM_011416:NM_026003	core_gene_genebody_peak	0
chr19	29345637	29346120	JAK2:NM_008413:NM_001048177	core_gene_genebody_peak	0
chr1	93049877	93050361	RBM44:NM_001033408	core_gene_genebody_peak	0
chr19	30737042	30737537	PRKG1:NM_001013833:NM_011160	core_gene_genebody_peak	0
chr1	93113002	93113791	RAMP1:NM_178401:NM_016894:NM_001168392	core_gene_genebody_peak	0
chr19	31411843	31412719	PRKG1:NM_001013833:NM_011160	core_gene_genebody_peak	0
chr19	32242296	32242937	SGMS1:NM_001168526:NM_001168525:NM_144792	core_gene_genebody_peak	0
chr19	32329306	32330023	SGMS1:NM_001168526:NM_001168525:NM_144792	core_gene_genebody_peak	0
chr19	32786876	32787850	ATAD1:NM_026487	core_gene_genebody_peak	0
chr19	32828816	32829594	PTEN:NM_008960	core_gene_genebody_peak	0
chr19	3324823	3325652	CPT1A:NM_013495	core_gene_genebody_peak	0
chr19	33296979	33297954	RNLS:NM_001146342:NM_001167818	core_gene_genebody_peak	0
chr19	34242349	34242794	ANKRD22:NM_024204	core_gene_genebody_peak	0
chr1	93436543	93437342	ASB1:NM_001039126:NM_023046	core_gene_TSS_peak	0
chr19	34582103	34582509	LIPA:NM_021460:NM_001111100	core_gene_genebody_peak	0
chr19	34643897	34644806	IFIT2:NM_008332	core_gene_genebody_peak	0
chr19	34773607	34774424	SLC16A12:NM_172838	core_gene_genebody_peak	0
chr19	34799709	34800577	SLC16A12:NM_172838	core_gene_genebody_peak	0
chr19	36080741	36081106	HTR7:NM_008315	core_gene_genebody_peak	0
chr19	3680918	3682037	LRP5:NM_008513	core_gene_genebody_peak	0
chr19	37659932	37660940	EXOC6:NM_175353	core_gene_genebody_peak	0
chr19	38100370	38101275	MYOF:NM_001099634	core_gene_genebody_peak	0
chr19	3912329	3914316	ALDH3B1:NM_026316	core_gene_TSS_peak	0
chr19	3912329	3914316	NDUFS8:NM_144870	core_gene_TSS_peak	0
chr19	3923429	3924147	ALDH3B1:NM_026316	core_gene_genebody_peak	0
chr19	3936528	3937085	UNC93B1:NM_019449:NM_001161428	core_gene_genebody_peak	0
chr19	3937526	3938076	UNC93B1:NM_019449:NM_001161428	core_gene_genebody_peak	0
chr19	41037250	41037974	BLNK:NM_008528	core_gene_genebody_peak	0
chr19	41044344	41045606	BLNK:NM_008528	core_gene_genebody_peak	0
chr19	41068431	41069188	BLNK:NM_008528	core_gene_TSS_peak	0
chr19	41069811	41071070	BLNK:NM_008528	core_gene_genebody_peak	0
chr19	41113271	41114099	DNTT:NM_001043228:NM_009345	core_gene_genebody_peak	0
chr19	4113334	4114273	PITPNM1:NM_001136078:NM_008851	core_gene_genebody_peak	0
chr19	4116998	4117409	AIP:NM_016666	core_gene_genebody_peak	0
chr19	41173772	41174588	TLL2:NM_011904	core_gene_genebody_peak	0
chr19	4126480	4127467	AIP:NM_016666	core_gene_genebody_peak	0
chr19	4126480	4127467	TMEM134:NM_025889:NM_001078649	core_gene_genebody_peak	0
chr19	41372238	41373080	PIK3AP1:NM_031376	core_gene_genebody_peak	0
chr19	41412800	41413189	PIK3AP1:NM_031376	core_gene_genebody_peak	0
chr19	4144466	4145486	GPR152:NM_206973	core_gene_genebody_peak	0
chr19	41459746	41460237	PIK3AP1:NM_031376	core_gene_genebody_peak	0
chr19	41690339	41690943	SLIT1:NM_015748	core_gene_genebody_peak	0
chr19	41708225	41709204	SLIT1:NM_015748	core_gene_genebody_peak	0
chr19	4171637	4172289	ATPGD1:NM_134148	core_gene_genebody_peak	0
chr19	41747207	41747864	SLIT1:NM_015748	core_gene_genebody_peak	0
chr19	41843100	41843830	ARHGAP19:NM_027667:NM_001163495	core_gene_genebody_peak	0
chr19	42007198	42007775	EXOSC1:NM_025644:NM_001164561	core_gene_genebody_peak	0
chr19	42007198	42007775	ZDHHC16:NM_023740	core_gene_genebody_peak	0
chr19	4218736	4219252	CLCF1:NM_019952	core_gene_genebody_peak	0
chr19	42380569	42381229	CRTAC1:NM_145123	core_gene_genebody_peak	0
chr19	4299596	4300057	ADRBK1:NM_130863	core_gene_genebody_peak	0
chr19	43750088	43750838	SLC25A28:NM_145156	core_gene_genebody_peak	0
chr19	44629783	44630190	NDUFB8:NM_026061	core_gene_TSS_peak	0
chr19	45447019	45447568	BTRC:NM_009771:NM_001037758	core_gene_genebody_peak	0
chr19	45602313	45603855	BTRC:NM_009771:NM_001037758	core_gene_genebody_peak	0
chr19	46322768	46323215	GBF1:NM_178930	core_gene_genebody_peak	0
chr19	46323481	46324163	GBF1:NM_178930	core_gene_genebody_peak	0
chr19	46749880	46750332	CYP17A1:NM_007809	core_gene_genebody_peak	0
chr19	46780215	46780646	AS3MT:NM_020577	core_gene_genebody_peak	0
chr19	47051713	47052428	NT5C2:NM_029810:NM_001164365:NM_001164363:NR_028353	core_gene_genebody_peak	0
chr19	47063069	47063855	NT5C2:NM_029810:NM_001164365:NM_001164363:NR_028353	core_gene_genebody_peak	0
chr19	47142016	47142285	TAF5:NM_177342	core_gene_TSS_peak	0
chr19	47207329	47207983	CALHM2:NM_133746	core_gene_genebody_peak	0
chr19	47390512	47391125	SH3PXD2A:NM_008018:NM_001164717	core_gene_genebody_peak	0
chr19	47405189	47405750	SH3PXD2A:NM_008018:NM_001164717	core_gene_genebody_peak	0
chr19	47506645	47507299	SH3PXD2A:NM_008018:NM_001164717	core_gene_genebody_peak	0
chr19	47525972	47526605	SH3PXD2A:NM_008018:NM_001164717	core_gene_genebody_peak	0
chr19	47613352	47613743	OBFC1:NM_175360	core_gene_genebody_peak	0
chr19	48011874	48012787	CCDC147:NM_001163267	core_gene_TSS_peak	0
chr19	4839052	4839912	CCDC87:NM_207268	core_gene_TSS_peak	0
chr19	4839052	4839912	CCS:NM_016892	core_gene_TSS_peak	0
chr19	5068635	5069383	CD248:NM_054042	core_gene_genebody_peak	0
chr19	5306370	5307210	GAL3ST3:NM_001024717	core_gene_genebody_peak	0
chr19	53520661	53521669	NR_028427:NR_028427	core_gene_genebody_peak	0
chr19	53538845	53539692	NR_028427:NR_028427	core_gene_TSS_peak	0
chr19	53965107	53965819	PDCD4:NM_011050:NM_001168492:NM_001168491	core_gene_genebody_peak	0
chr19	54118992	54119379	ADRA2A:NM_007417	core_gene_genebody_peak	0
chr19	5492977	5493615	CFL1:NM_007687	core_gene_genebody_peak	0
chr19	55171016	55171588	GPAM:NM_008149	core_gene_genebody_peak	0
chr19	55267835	55268432	TECTB:NM_009348	core_gene_genebody_peak	0
chr19	55618876	55619522	VTI1A:NM_016862	core_gene_genebody_peak	0
chr19	55630595	55631188	VTI1A:NM_016862	core_gene_genebody_peak	0
chr19	56604689	56605550	DCLRE1A:NM_018831	core_gene_genebody_peak	0
chr19	5660996	5661909	SIPA1:NM_001164568:NM_001164482:NM_011379:NM_001164480:NM_001164481	core_gene_genebody_peak	0
chr19	56879745	56880412	A630007B06RIK:NM_170757	core_gene_genebody_peak	0
chr1	95698390	95699080	DTYMK:NM_001105667:NM_023136	core_gene_TSS_peak	0
chr1	95698390	95699080	ING5:NM_025454	core_gene_TSS_peak	0
chr19	57115687	57116416	ABLIM1:NM_001103178:NM_001103177:NM_178688	core_gene_genebody_peak	0
chr19	57191154	57192025	ABLIM1:NM_001103178:NM_001103177:NM_178688	core_gene_genebody_peak	0
chr19	57192887	57193857	ABLIM1:NM_001103178:NM_001103177:NM_178688	core_gene_genebody_peak	0
chr19	57197814	57198874	ABLIM1:NM_001103178:NM_001103177:NM_178688	core_gene_genebody_peak	0
chr19	57205849	57206661	ABLIM1:NM_001103178:NM_001103177:NM_178688	core_gene_genebody_peak	0
chr19	57259814	57260555	ABLIM1:NM_001103178:NM_001103177:NM_178688	core_gene_genebody_peak	0
chr19	57260800	57261268	ABLIM1:NM_001103178:NM_001103177:NM_178688	core_gene_genebody_peak	0
chr19	58510499	58511107	GFRA1:NM_010279	core_gene_genebody_peak	0
chr19	58527315	58528231	GFRA1:NM_010279	core_gene_genebody_peak	0
chr19	59353477	59354104	SLC18A2:NM_172523	core_gene_genebody_peak	0
chr19	6015976	6016744	CAPN1:NM_007600:NM_001110504	core_gene_genebody_peak	0
chr19	6046675	6047129	SYVN1:NM_028769:NM_001164709	core_gene_genebody_peak	0
chr19	6048467	6049746	SYVN1:NM_028769:NM_001164709	core_gene_genebody_peak	0
chr19	6084839	6085838	CDCA5:NM_026410	core_gene_TSS_peak	0
chr19	6084839	6085838	ZFPL1:NM_024231	core_gene_TSS_peak	0
chr19	60948154	60948522	PRDX3:NM_007452	core_gene_genebody_peak	0
chr19	61024890	61025511	GRK5:NM_018869	core_gene_genebody_peak	0
chr19	61133152	61133766	GRK5:NM_018869	core_gene_genebody_peak	0
chr19	6277418	6278054	EHD1:NM_010119	core_gene_genebody_peak	0
chr19	6339800	6340970	MAP4K2:NM_009006	core_gene_genebody_peak	0
chr19	6339800	6340970	MEN1:NM_001168488:NM_001168489:NM_008583:NM_001168490	core_gene_genebody_peak	0
chr19	6409775	6410411	RASGRP2:NM_011242	core_gene_genebody_peak	0
chr19	6445661	6446500	NRXN2:NM_020253	core_gene_genebody_peak	0
chr19	6487189	6487896	NRXN2:NM_020253	core_gene_genebody_peak	0
chr19	6505789	6507811	NRXN2:NM_020253	core_gene_genebody_peak	0
chr19	6932240	6933212	CCDC88B:NM_001081291	core_gene_TSS_peak	0
chr19	6935086	6935938	CCDC88B:NM_001081291	core_gene_genebody_peak	0
chr19	7092514	7093001	FERMT3:NM_153795	core_gene_genebody_peak	0
chr19	7130760	7131237	MACROD1:NM_134147	core_gene_genebody_peak	0
chr19	7179879	7180708	FLRT1:NM_201411	core_gene_TSS_peak	0
chr19	7179879	7180708	MACROD1:NM_134147	core_gene_TSS_peak	0
chr19	7255515	7255931	MACROD1:NM_134147	core_gene_genebody_peak	0
chr19	7270628	7271345	MACROD1:NM_134147	core_gene_genebody_peak	0
chr19	7301064	7301575	NAA40:NM_027643	core_gene_genebody_peak	0
chr19	7568875	7569240	ATL3:NM_001163505:NM_146091	core_gene_genebody_peak	0
chr2	10074196	10074660	ITIH5:NM_172471	core_gene_genebody_peak	0
chr2	101438646	101439380	B230118H07RIK:NM_026592	core_gene_genebody_peak	0
chr2	101464696	101465032	B230118H07RIK:NM_026592	core_gene_TSS_peak	0
chr2	101464696	101465032	RAG2:NM_009020	core_gene_TSS_peak	0
chr2	101488353	101489221	RAG1:NM_009019	core_gene_genebody_peak	0
chr2	101725929	101726666	COMMD9:NM_029635	core_gene_TSS_peak	0
chr2	101735989	101736400	COMMD9:NM_029635	core_gene_genebody_peak	0
chr2	101874434	101874910	LDLRAD3:NM_178886	core_gene_genebody_peak	0
chr2	101973345	101973871	LDLRAD3:NM_178886	core_gene_genebody_peak	0
chr2	103501903	103502642	ABTB2:NM_178890	core_gene_genebody_peak	0
chr2	113688176	113688521	ARHGAP11A:NM_181416	core_gene_genebody_peak	0
chr2	114441385	114441742	ATPBD4:NM_025675	core_gene_genebody_peak	0
chr2	117011060	117011851	MMU-MIR-674:NR_030440	core_gene_genebody_peak	0
chr2	118126801	118127144	GPR176:NM_201367	core_gene_genebody_peak	0
chr2	118359696	118360205	BMF:NM_138313	core_gene_genebody_peak	0
chr2	119002747	119003594	DNAJC17:NM_139139	core_gene_genebody_peak	0
chr2	119002747	119003594	RP23-15I21.2:NM_001039223	core_gene_genebody_peak	0
chr2	119303555	119304223	INO80:NM_026574	core_gene_genebody_peak	0
chr2	119387574	119387948	1500003O03RIK:NM_019769	core_gene_genebody_peak	0
chr2	119523962	119524696	RTF1:NM_030112	core_gene_genebody_peak	0
chr2	119723872	119724587	MGA:NM_013720:NM_001164274	core_gene_genebody_peak	0
chr2	119932018	119932570	EHD4:NM_133838	core_gene_genebody_peak	0
chr2	120053873	120054501	PLA2G4E:NM_177845	core_gene_genebody_peak	0
chr2	120981131	120981747	ADAL:NM_029475	core_gene_genebody_peak	0
chr2	121266406	121266882	ELL3:NM_145973	core_gene_genebody_peak	0
